ip,port
202.151.0.0,80
202.151.128.0,80
202.152.176.0,80
202.153.0.0,80
202.153.48.0,80
202.157.192.0,80
202.158.160.0,80
202.160.140.0,80
202.160.156.0,80
202.160.176.0,80
202.162.67.0,80
202.162.75.0,80
202.164.0.0,80
202.164.96.0,80
202.165.96.0,80
202.165.104.0,80
202.165.110.0,80
202.165.176.0,80
202.165.208.0,80
202.165.239.0,80
202.165.240.0,80
202.165.243.0,80
202.165.245.0,80
202.165.251.0,80
202.165.252.0,80
202.166.224.0,80
202.168.80.0,80
202.168.128.0,80
202.168.160.0,80
202.170.128.0,80
202.170.216.0,80
202.170.224.0,80
202.171.216.0,80
202.171.235.0,80
202.172.0.0,80
202.173.0.0,80
202.173.8.0,80
202.173.112.0,80
202.173.120.0,80
202.173.224.0,80
202.174.64.0,80
202.176.224.0,80
202.179.240.0,80
202.180.128.0,80
202.180.208.0,80
202.181.8.0,80
202.181.28.0,80
202.181.112.0,80
202.182.32.0,80
202.182.192.0,80
202.189.0.0,80
202.189.80.0,80
202.189.184.0,80
202.191.0.0,80
202.191.68.0,80
202.191.72.0,80
202.191.80.0,80
202.192.0.0,80
203.0.4.0,80
203.0.10.0,80
203.0.18.0,80
203.0.24.0,80
203.0.42.0,80
203.0.45.0,80
203.0.46.0,80
203.0.81.0,80
203.0.82.0,80
203.0.90.0,80
203.0.96.0,80
203.0.104.0,80
203.0.114.0,80
203.0.122.0,80
203.0.128.0,80
203.0.130.0,80
203.0.132.0,80
203.0.137.0,80
203.0.142.0,80
203.0.144.0,80
203.0.146.0,80
203.0.148.0,80
203.0.150.0,80
203.0.152.0,80
203.0.177.0,80
203.0.224.0,80
203.1.4.0,80
203.1.18.0,80
203.1.26.0,80
203.1.65.0,80
203.1.66.0,80
203.1.70.0,80
203.1.76.0,80
203.1.90.0,80
203.1.97.0,80
203.1.98.0,80
203.1.100.0,80
203.1.108.0,80
203.1.253.0,80
203.1.254.0,80
203.2.64.0,80
203.2.73.0,80
203.2.112.0,80
203.2.126.0,80
203.2.140.0,80
203.2.150.0,80
203.2.152.0,80
203.2.156.0,80
203.2.160.0,80
203.2.180.0,80
203.2.196.0,80
203.2.209.0,80
203.2.214.0,80
203.2.226.0,80
203.2.229.0,80
203.2.236.0,80
203.3.68.0,80
203.3.72.0,80
203.3.75.0,80
203.3.80.0,80
203.3.96.0,80
203.3.105.0,80
203.3.112.0,80
203.3.120.0,80
203.3.123.0,80
203.3.135.0,80
203.3.139.0,80
203.3.143.0,80
203.4.132.0,80
203.4.134.0,80
203.4.151.0,80
203.4.152.0,80
203.4.174.0,80
203.4.180.0,80
203.4.186.0,80
203.4.205.0,80
203.4.208.0,80
203.4.227.0,80
203.4.230.0,80
203.5.4.0,80
203.5.7.0,80
203.5.8.0,80
203.5.11.0,80
203.5.21.0,80
203.5.22.0,80
203.5.44.0,80
203.5.46.0,80
203.5.52.0,80
203.5.56.0,80
203.5.60.0,80
203.5.114.0,80
203.5.118.0,80
203.5.120.0,80
203.5.172.0,80
203.5.180.0,80
203.5.182.0,80
203.5.185.0,80
203.5.186.0,80
203.5.188.0,80
203.5.190.0,80
203.5.195.0,80
203.5.214.0,80
203.5.218.0,80
203.6.131.0,80
203.6.136.0,80
203.6.138.0,80
203.6.142.0,80
203.6.150.0,80
203.6.157.0,80
203.6.159.0,80
203.6.224.0,80
203.6.248.0,80
203.7.129.0,80
203.7.138.0,80
203.7.147.0,80
203.7.150.0,80
203.7.158.0,80
203.7.192.0,80
203.7.200.0,80
203.8.0.0,80
203.8.8.0,80
203.8.23.0,80
203.8.24.0,80
203.8.70.0,80
203.8.82.0,80
203.8.86.0,80
203.8.91.0,80
203.8.110.0,80
203.8.115.0,80
203.8.166.0,80
203.8.169.0,80
203.8.173.0,80
203.8.184.0,80
203.8.186.0,80
203.8.190.0,80
203.8.192.0,80
203.8.197.0,80
203.8.198.0,80
203.8.203.0,80
203.8.209.0,80
203.8.210.0,80
203.8.212.0,80
203.8.217.0,80
203.8.220.0,80
203.9.32.0,80
203.9.36.0,80
203.9.57.0,80
203.9.63.0,80
203.9.65.0,80
203.9.70.0,80
203.9.72.0,80
203.9.75.0,80
203.9.76.0,80
203.9.96.0,80
203.9.100.0,80
203.9.108.0,80
203.9.158.0,80
203.10.34.0,80
203.10.56.0,80
203.10.74.0,80
203.10.84.0,80
203.10.88.0,80
203.10.95.0,80
203.10.125.0,80
203.11.70.0,80
203.11.76.0,80
203.11.82.0,80
203.11.84.0,80
203.11.100.0,80
203.11.109.0,80
203.11.117.0,80
203.11.122.0,80
203.11.126.0,80
203.11.136.0,80
203.11.141.0,80
203.11.142.0,80
203.11.180.0,80
203.11.208.0,80
203.12.16.0,80
203.12.19.0,80
203.12.24.0,80
203.12.57.0,80
203.12.65.0,80
203.12.66.0,80
203.12.70.0,80
203.12.87.0,80
203.12.88.0,80
203.12.100.0,80
203.12.103.0,80
203.12.114.0,80
203.12.118.0,80
203.12.130.0,80
203.12.137.0,80
203.12.196.0,80
203.12.211.0,80
203.12.219.0,80
203.12.226.0,80
203.12.240.0,80
203.13.18.0,80
203.13.24.0,80
203.13.44.0,80
203.13.80.0,80
203.13.82.0,80
203.13.84.0,80
203.13.88.0,80
203.13.92.0,80
203.13.145.0,80
203.13.173.0,80
203.13.224.0,80
203.13.227.0,80
203.13.233.0,80
203.14.24.0,80
203.14.33.0,80
203.14.56.0,80
203.14.61.0,80
203.14.62.0,80
203.14.104.0,80
203.14.114.0,80
203.14.118.0,80
203.14.162.0,80
203.14.186.0,80
203.14.192.0,80
203.14.194.0,80
203.14.214.0,80
203.14.231.0,80
203.14.246.0,80
203.15.0.0,80
203.15.20.0,80
203.15.22.0,80
203.15.87.0,80
203.15.88.0,80
203.15.105.0,80
203.15.112.0,80
203.15.130.0,80
203.15.149.0,80
203.15.151.0,80
203.15.156.0,80
203.15.174.0,80
203.15.227.0,80
203.15.232.0,80
203.15.240.0,80
203.15.246.0,80
203.16.10.0,80
203.16.12.0,80
203.16.16.0,80
203.16.27.0,80
203.16.38.0,80
203.16.49.0,80
203.16.50.0,80
203.16.58.0,80
203.16.133.0,80
203.16.161.0,80
203.16.162.0,80
203.16.186.0,80
203.16.228.0,80
203.16.238.0,80
203.16.240.0,80
203.16.245.0,80
203.17.2.0,80
203.17.18.0,80
203.17.28.0,80
203.17.39.0,80
203.17.56.0,80
203.17.74.0,80
203.17.88.0,80
203.17.136.0,80
203.17.164.0,80
203.17.187.0,80
203.17.190.0,80
203.17.231.0,80
203.17.233.0,80
203.17.248.0,80
203.17.255.0,80
203.18.2.0,80
203.18.4.0,80
203.18.7.0,80
203.18.31.0,80
203.18.37.0,80
203.18.48.0,80
203.18.52.0,80
203.18.72.0,80
203.18.80.0,80
203.18.87.0,80
203.18.100.0,80
203.18.105.0,80
203.18.107.0,80
203.18.110.0,80
203.18.129.0,80
203.18.131.0,80
203.18.132.0,80
203.18.144.0,80
203.18.153.0,80
203.18.199.0,80
203.18.208.0,80
203.18.211.0,80
203.18.215.0,80
203.19.18.0,80
203.19.24.0,80
203.19.30.0,80
203.19.41.0,80
203.19.44.0,80
203.19.46.0,80
203.19.58.0,80
203.19.60.0,80
203.19.64.0,80
203.19.68.0,80
203.19.72.0,80
203.19.101.0,80
203.19.111.0,80
203.19.131.0,80
203.19.133.0,80
203.19.144.0,80
203.19.149.0,80
203.19.156.0,80
203.19.176.0,80
203.19.178.0,80
203.19.208.0,80
203.19.228.0,80
203.19.233.0,80
203.19.242.0,80
203.19.248.0,80
203.19.255.0,80
203.20.17.0,80
203.20.40.0,80
203.20.48.0,80
203.20.61.0,80
203.20.65.0,80
203.20.84.0,80
203.20.89.0,80
203.20.106.0,80
203.20.115.0,80
203.20.117.0,80
203.20.118.0,80
203.20.122.0,80
203.20.126.0,80
203.20.135.0,80
203.20.136.0,80
203.20.150.0,80
203.20.230.0,80
203.20.232.0,80
203.20.236.0,80
203.21.0.0,80
203.21.2.0,80
203.21.8.0,80
203.21.10.0,80
203.21.18.0,80
203.21.33.0,80
203.21.34.0,80
203.21.41.0,80
203.21.44.0,80
203.21.68.0,80
203.21.82.0,80
203.21.96.0,80
203.21.124.0,80
203.21.136.0,80
203.21.145.0,80
203.21.206.0,80
203.22.24.0,80
203.22.28.0,80
203.22.31.0,80
203.22.68.0,80
203.22.76.0,80
203.22.84.0,80
203.22.87.0,80
203.22.92.0,80
203.22.99.0,80
203.22.106.0,80
203.22.122.0,80
203.22.131.0,80
203.22.163.0,80
203.22.166.0,80
203.22.170.0,80
203.22.176.0,80
203.22.194.0,80
203.22.242.0,80
203.22.245.0,80
203.22.246.0,80
203.22.252.0,80
203.23.0.0,80
203.23.47.0,80
203.23.61.0,80
203.23.62.0,80
203.23.73.0,80
203.23.85.0,80
203.23.92.0,80
203.23.98.0,80
203.23.107.0,80
203.23.112.0,80
203.23.130.0,80
203.23.140.0,80
203.23.172.0,80
203.23.182.0,80
203.23.186.0,80
203.23.192.0,80
203.23.197.0,80
203.23.198.0,80
203.23.204.0,80
203.23.224.0,80
203.23.226.0,80
203.23.228.0,80
203.23.249.0,80
203.23.251.0,80
203.24.13.0,80
203.24.18.0,80
203.24.27.0,80
203.24.43.0,80
203.24.56.0,80
203.24.58.0,80
203.24.67.0,80
203.24.74.0,80
203.24.79.0,80
203.24.80.0,80
203.24.84.0,80
203.24.86.0,80
203.24.90.0,80
203.24.111.0,80
203.24.112.0,80
203.24.116.0,80
203.24.122.0,80
203.24.145.0,80
203.24.152.0,80
203.24.157.0,80
203.24.161.0,80
203.24.167.0,80
203.24.186.0,80
203.24.199.0,80
203.24.202.0,80
203.24.212.0,80
203.24.217.0,80
203.24.219.0,80
203.24.244.0,80
203.25.19.0,80
203.25.20.0,80
203.25.46.0,80
203.25.48.0,80
203.25.64.0,80
203.25.91.0,80
203.25.99.0,80
203.25.100.0,80
203.25.106.0,80
203.25.131.0,80
203.25.135.0,80
203.25.138.0,80
203.25.147.0,80
203.25.153.0,80
203.25.154.0,80
203.25.164.0,80
203.25.166.0,80
203.25.174.0,80
203.25.180.0,80
203.25.182.0,80
203.25.191.0,80
203.25.199.0,80
203.25.200.0,80
203.25.202.0,80
203.25.208.0,80
203.25.229.0,80
203.25.235.0,80
203.25.236.0,80
203.25.242.0,80
203.26.12.0,80
203.26.34.0,80
203.26.49.0,80
203.26.50.0,80
203.26.55.0,80
203.26.56.0,80
203.26.60.0,80
203.26.65.0,80
203.26.68.0,80
203.26.76.0,80
203.26.80.0,80
203.26.84.0,80
203.26.97.0,80
203.26.102.0,80
203.26.115.0,80
203.26.116.0,80
203.26.129.0,80
203.26.143.0,80
203.26.144.0,80
203.26.148.0,80
203.26.154.0,80
203.26.158.0,80
203.26.161.0,80
203.26.170.0,80
203.26.173.0,80
203.26.176.0,80
203.26.185.0,80
203.26.202.0,80
203.26.210.0,80
203.26.214.0,80
203.26.222.0,80
203.26.224.0,80
203.26.228.0,80
203.26.232.0,80
203.27.0.0,80
203.27.10.0,80
203.27.15.0,80
203.27.16.0,80
203.27.20.0,80
203.27.22.0,80
203.27.40.0,80
203.27.45.0,80
203.27.53.0,80
203.27.65.0,80
203.27.66.0,80
203.27.81.0,80
203.27.88.0,80
203.27.102.0,80
203.27.109.0,80
203.27.117.0,80
203.27.121.0,80
203.27.122.0,80
203.27.125.0,80
203.27.200.0,80
203.27.202.0,80
203.27.233.0,80
203.27.241.0,80
203.27.250.0,80
203.28.10.0,80
203.28.12.0,80
203.28.33.0,80
203.28.34.0,80
203.28.43.0,80
203.28.44.0,80
203.28.54.0,80
203.28.56.0,80
203.28.73.0,80
203.28.74.0,80
203.28.76.0,80
203.28.86.0,80
203.28.88.0,80
203.28.112.0,80
203.28.131.0,80
203.28.136.0,80
203.28.140.0,80
203.28.145.0,80
203.28.165.0,80
203.28.169.0,80
203.28.170.0,80
203.28.178.0,80
203.28.185.0,80
203.28.187.0,80
203.28.196.0,80
203.28.226.0,80
203.28.239.0,80
203.29.2.0,80
203.29.8.0,80
203.29.13.0,80
203.29.14.0,80
203.29.28.0,80
203.29.46.0,80
203.29.57.0,80
203.29.61.0,80
203.29.63.0,80
203.29.69.0,80
203.29.73.0,80
203.29.81.0,80
203.29.90.0,80
203.29.95.0,80
203.29.100.0,80
203.29.103.0,80
203.29.112.0,80
203.29.120.0,80
203.29.182.0,80
203.29.187.0,80
203.29.189.0,80
203.29.190.0,80
203.29.205.0,80
203.29.210.0,80
203.29.217.0,80
203.29.227.0,80
203.29.231.0,80
203.29.233.0,80
203.29.234.0,80
203.29.248.0,80
203.29.254.0,80
203.30.16.0,80
203.30.25.0,80
203.30.29.0,80
203.30.66.0,80
203.30.81.0,80
203.30.111.0,80
203.30.121.0,80
203.30.123.0,80
203.30.152.0,80
203.30.156.0,80
203.30.162.0,80
203.30.173.0,80
203.30.175.0,80
203.30.187.0,80
203.30.194.0,80
203.30.217.0,80
203.30.220.0,80
203.30.222.0,80
203.30.232.0,80
203.30.235.0,80
203.30.240.0,80
203.30.246.0,80
203.30.250.0,80
203.31.45.0,80
203.31.46.0,80
203.31.49.0,80
203.31.51.0,80
203.31.54.0,80
203.31.69.0,80
203.31.72.0,80
203.31.80.0,80
203.31.85.0,80
203.31.97.0,80
203.31.105.0,80
203.31.106.0,80
203.31.108.0,80
203.31.124.0,80
203.31.162.0,80
203.31.174.0,80
203.31.177.0,80
203.31.181.0,80
203.31.187.0,80
203.31.189.0,80
203.31.204.0,80
203.31.220.0,80
203.31.222.0,80
203.31.225.0,80
203.31.229.0,80
203.31.248.0,80
203.31.253.0,80
203.32.20.0,80
203.32.48.0,80
203.32.56.0,80
203.32.60.0,80
203.32.62.0,80
203.32.68.0,80
203.32.76.0,80
203.32.81.0,80
203.32.84.0,80
203.32.95.0,80
203.32.102.0,80
203.32.105.0,80
203.32.130.0,80
203.32.133.0,80
203.32.140.0,80
203.32.152.0,80
203.32.186.0,80
203.32.192.0,80
203.32.196.0,80
203.32.203.0,80
203.32.204.0,80
203.32.212.0,80
203.33.4.0,80
203.33.7.0,80
203.33.12.0,80
203.33.21.0,80
203.33.26.0,80
203.33.32.0,80
203.33.63.0,80
203.33.64.0,80
203.33.67.0,80
203.33.68.0,80
203.33.73.0,80
203.33.79.0,80
203.33.100.0,80
203.33.122.0,80
203.33.129.0,80
203.33.131.0,80
203.33.145.0,80
203.33.156.0,80
203.33.158.0,80
203.33.174.0,80
203.33.185.0,80
203.33.200.0,80
203.33.202.0,80
203.33.204.0,80
203.33.206.0,80
203.33.214.0,80
203.33.224.0,80
203.33.226.0,80
203.33.233.0,80
203.33.243.0,80
203.33.250.0,80
203.34.4.0,80
203.34.21.0,80
203.34.27.0,80
203.34.39.0,80
203.34.48.0,80
203.34.54.0,80
203.34.56.0,80
203.34.67.0,80
203.34.69.0,80
203.34.76.0,80
203.34.92.0,80
203.34.106.0,80
203.34.113.0,80
203.34.147.0,80
203.34.150.0,80
203.34.152.0,80
203.34.161.0,80
203.34.162.0,80
203.34.187.0,80
203.34.192.0,80
203.34.204.0,80
203.34.232.0,80
203.34.240.0,80
203.34.242.0,80
203.34.245.0,80
203.34.251.0,80
203.55.2.0,80
203.55.4.0,80
203.55.10.0,80
203.55.13.0,80
203.55.22.0,80
203.55.30.0,80
203.55.93.0,80
203.55.101.0,80
203.55.109.0,80
203.55.110.0,80
203.55.116.0,80
203.55.119.0,80
203.55.128.0,80
203.55.146.0,80
203.55.192.0,80
203.55.196.0,80
203.55.218.0,80
203.55.221.0,80
203.55.224.0,80
203.56.1.0,80
203.56.4.0,80
203.56.12.0,80
203.56.24.0,80
203.56.38.0,80
203.56.40.0,80
203.56.46.0,80
203.56.50.0,80
203.56.52.0,80
203.56.68.0,80
203.56.82.0,80
203.56.84.0,80
203.56.95.0,80
203.56.110.0,80
203.56.121.0,80
203.56.161.0,80
203.56.169.0,80
203.56.172.0,80
203.56.175.0,80
203.56.183.0,80
203.56.185.0,80
203.56.187.0,80
203.56.192.0,80
203.56.198.0,80
203.56.201.0,80
203.56.208.0,80
203.56.210.0,80
203.56.214.0,80
203.56.216.0,80
203.56.227.0,80
203.56.228.0,80
203.56.232.0,80
203.56.240.0,80
203.56.252.0,80
203.56.254.0,80
203.57.5.0,80
203.57.6.0,80
203.57.12.0,80
203.57.28.0,80
203.57.39.0,80
203.57.46.0,80
203.57.58.0,80
203.57.61.0,80
203.57.66.0,80
203.57.69.0,80
203.57.70.0,80
203.57.73.0,80
203.57.90.0,80
203.57.101.0,80
203.57.109.0,80
203.57.123.0,80
203.57.157.0,80
203.57.200.0,80
203.57.202.0,80
203.57.206.0,80
203.57.222.0,80
203.57.224.0,80
203.57.246.0,80
203.57.249.0,80
203.57.253.0,80
203.57.254.0,80
203.62.2.0,80
203.62.131.0,80
203.62.139.0,80
203.62.161.0,80
203.62.197.0,80
203.62.228.0,80
203.62.234.0,80
203.62.246.0,80
203.65.240.0,80
203.76.160.0,80
203.76.168.0,80
203.76.208.0,80
203.76.216.0,80
203.76.247.0,80
203.77.180.0,80
203.78.48.0,80
203.78.156.0,80
203.79.0.0,80
203.80.4.0,80
203.80.32.0,80
203.80.57.0,80
203.80.132.0,80
203.80.138.0,80
203.80.140.0,80
203.80.144.0,80
203.81.0.0,80
203.81.16.0,80
203.82.0.0,80
203.82.16.0,80
203.83.0.0,80
203.83.12.0,80
203.83.56.0,80
203.83.224.0,80
203.86.0.0,80
203.86.64.0,80
203.86.254.0,80
203.88.32.0,80
203.88.192.0,80
203.89.0.0,80
203.89.8.0,80
203.89.136.0,80
203.90.0.0,80
203.90.8.0,80
203.90.128.0,80
203.90.192.0,80
203.91.1.0,80
203.91.32.0,80
203.91.97.0,80
203.91.98.0,80
203.91.100.0,80
203.91.104.0,80
203.91.106.0,80
203.91.108.0,80
203.91.120.0,80
203.92.0.0,80
203.92.160.0,80
203.93.0.0,80
203.94.0.0,80
203.95.0.0,80
203.95.96.0,80
203.95.128.0,80
203.95.200.0,80
203.95.208.0,80
203.95.224.0,80
203.99.8.0,80
203.99.16.0,80
203.99.80.0,80
203.100.32.0,80
203.100.48.0,80
203.100.63.0,80
203.100.80.0,80
203.100.96.0,80
203.100.192.0,80
203.104.32.0,80
203.105.96.0,80
203.105.128.0,80
203.107.0.0,80
203.110.160.0,80
203.110.208.0,80
203.110.232.0,80
203.110.234.0,80
203.114.80.0,80
203.114.244.0,80
203.118.192.0,80
203.118.241.0,80
203.118.248.0,80
203.119.24.0,80
203.119.34.0,80
203.119.80.0,80
203.119.85.0,80
203.119.113.0,80
203.119.114.0,80
203.119.116.0,80
203.119.120.0,80
203.119.128.0,80
203.128.32.0,80
203.128.96.0,80
203.128.128.0,80
203.128.224.0,80
203.130.32.0,80
203.130.50.0,80
203.130.63.0,80
203.132.32.0,80
203.134.240.0,80
203.134.244.0,80
203.134.246.0,80
203.135.96.0,80
203.135.160.0,80
203.142.12.0,80
203.142.219.0,80
203.142.224.0,80
203.145.0.0,80
203.148.0.0,80
203.148.64.0,80
203.148.80.0,80
203.148.86.0,80
203.149.92.0,80
203.152.64.0,80
203.152.128.0,80
203.153.0.0,80
203.156.192.0,80
203.158.16.0,80
203.160.104.0,80
203.160.129.0,80
203.160.192.0,80
203.161.0.0,80
203.161.180.0,80
203.161.192.0,80
203.166.160.0,80
203.167.28.0,80
203.168.0.0,80
203.170.58.0,80
203.171.0.0,80
203.171.224.0,80
203.174.4.0,80
203.174.96.0,80
203.175.128.0,80
203.175.192.0,80
203.176.0.0,80
203.176.32.0,80
203.176.36.0,80
203.176.39.0,80
203.176.40.0,80
203.176.48.0,80
203.176.64.0,80
203.176.168.0,80
203.181.102.0,80
203.184.80.0,80
203.187.160.0,80
203.189.0.0,80
203.189.6.0,80
203.189.112.0,80
203.189.192.0,80
203.189.240.0,80
203.190.96.0,80
203.190.249.0,80
203.191.0.0,80
203.191.64.0,80
203.191.144.0,80
203.192.0.0,80
203.193.224.0,80
203.194.120.0,80
203.195.64.0,80
203.195.112.0,80
203.195.128.0,80
203.196.0.0,80
203.202.236.0,80
203.205.64.0,80
203.207.64.0,80
203.207.128.0,80
203.208.0.0,80
203.208.16.0,80
203.208.32.0,80
203.208.146.0,80
203.208.151.0,80
203.208.171.0,80
203.209.224.0,80
203.212.0.0,80
203.212.80.0,80
203.215.146.0,80
203.215.234.0,80
203.215.236.0,80
203.223.0.0,80
203.223.16.0,80
203.223.20.0,80
203.223.22.0,80
203.234.255.0,80
204.55.160.0,80
204.74.96.0,80
204.114.176.0,80
206.219.44.0,80
206.219.50.0,80
206.219.52.0,80
207.254.191.0,80
210.2.0.0,80
210.2.2.0,80
210.2.4.0,80
210.2.6.0,80
210.2.8.0,80
210.2.24.0,80
210.5.0.0,80
210.5.56.0,80
210.5.58.0,80
210.5.60.0,80
210.5.128.0,80
210.12.0.0,80
210.14.64.0,80
210.14.112.0,80
210.14.128.0,80
210.15.0.0,80
210.15.128.0,80
210.16.128.0,80
210.16.136.0,80
210.16.156.0,80
210.16.160.0,80
210.21.0.0,80
210.22.0.0,80
210.23.32.0,80
210.25.0.0,80
210.26.0.0,80
210.28.0.0,80
210.32.0.0,80
210.51.0.0,80
210.52.0.0,80
210.52.64.0,80
210.52.96.0,80
210.52.104.0,80
210.52.108.0,80
210.52.110.0,80
210.52.112.0,80
210.52.128.0,80
210.53.0.0,80
210.56.192.0,80
210.72.0.0,80
210.76.0.0,80
210.78.0.0,80
210.79.64.0,80
210.79.224.0,80
210.82.0.0,80
210.87.128.0,80
210.185.192.0,80
210.192.96.0,80
211.22.33.0,80
211.64.0.0,80
211.72.233.0,80
211.80.0.0,80
211.96.0.0,80
211.98.0.0,80
211.99.0.0,80
211.99.64.0,80
211.99.128.0,80
211.100.0.0,80
211.136.0.0,80
211.144.0.0,80
211.152.0.0,80
211.154.0.0,80
211.154.32.0,80
211.154.49.0,80
211.154.50.0,80
211.154.52.0,80
211.154.56.0,80
211.154.64.0,80
211.154.128.0,80
211.155.0.0,80
211.155.67.0,80
211.155.68.0,80
211.155.72.0,80
211.155.80.0,80
211.155.96.0,80
211.155.128.0,80
211.156.0.0,80
211.156.64.0,80
211.156.96.0,80
211.156.104.0,80
211.156.108.0,80
211.156.112.0,80
211.156.128.0,80
211.157.0.0,80
211.158.0.0,80
211.160.0.0,80
218.0.0.0,80
218.16.0.0,80
218.24.0.0,80
218.28.0.0,80
218.30.0.0,80
218.30.64.0,80
218.30.128.0,80
218.31.0.0,80
218.56.0.0,80
218.64.0.0,80
218.96.0.0,80
218.98.32.0,80
218.98.128.0,80
218.98.192.0,80
218.99.0.0,80
218.100.90.0,80
218.100.92.0,80
218.100.94.0,80
218.100.96.0,80
218.100.128.0,80
218.104.0.0,80
218.108.0.0,80
218.185.192.0,80
218.185.196.0,80
218.185.198.0,80
218.185.200.0,80
218.185.208.0,80
218.185.245.0,80
218.185.247.0,80
218.188.104.0,80
218.192.0.0,80
218.240.0.0,80
218.244.0.0,80
218.246.0.0,80
218.246.129.0,80
218.246.131.0,80
218.246.132.0,80
218.246.134.0,80
218.246.139.0,80
218.246.144.0,80
218.246.160.0,80
218.246.192.0,80
218.247.0.0,80
218.247.96.0,80
218.247.128.0,80
218.249.0.0,80
219.72.0.0,80
219.82.0.0,80
219.83.128.0,80
219.90.68.0,80
219.90.72.0,80
219.128.0.0,80
219.216.0.0,80
219.224.0.0,80
219.232.0.0,80
219.234.0.0,80
219.234.26.0,80
219.234.28.0,80
219.234.32.0,80
219.234.64.0,80
219.234.128.0,80
219.235.0.0,80
219.236.0.0,80
219.242.0.0,80
219.244.0.0,80
220.101.192.0,80
220.112.0.0,80
220.152.128.0,80
220.154.0.0,80
220.154.128.0,80
220.154.136.0,80
220.154.140.0,80
220.154.142.0,80
220.154.144.0,80
220.154.152.0,80
220.154.154.0,80
220.154.156.0,80
220.154.160.0,80
220.154.192.0,80
220.155.0.0,80
220.158.240.0,80
220.160.0.0,80
220.192.0.0,80
220.231.0.0,80
220.231.128.0,80
220.232.64.0,80
220.234.0.0,80
220.242.0.0,80
220.243.0.0,80
220.243.128.0,80
220.243.200.0,80
220.243.208.0,80
220.243.227.0,80
220.243.238.0,80
220.247.136.0,80
220.248.0.0,80
220.252.0.0,80
221.0.0.0,80
221.8.0.0,80
221.12.0.0,80
221.12.128.0,80
221.13.0.0,80
221.14.0.0,80
221.111.179.0,80
221.111.202.0,80
221.122.0.0,80
221.128.128.0,80
221.129.0.0,80
221.130.0.0,80
221.133.224.0,80
221.136.0.0,80
221.172.0.0,80
221.176.0.0,80
221.176.32.0,80
221.176.48.0,80
221.176.56.0,80
221.176.58.0,80
221.176.60.0,80
221.176.64.0,80
221.176.128.0,80
221.177.0.0,80
221.178.0.0,80
221.180.0.0,80
221.192.0.0,80
221.196.0.0,80
221.198.0.0,80
221.199.0.0,80
221.199.128.0,80
221.199.192.0,80
221.199.224.0,80
221.200.0.0,80
221.208.0.0,80
221.224.0.0,80
222.16.0.0,80
222.32.0.0,80
222.64.0.0,80
222.125.0.0,80
222.126.128.0,80
222.126.130.0,80
222.126.132.0,80
222.126.136.0,80
222.126.144.0,80
222.126.160.0,80
222.126.168.0,80
222.126.172.0,80
222.126.178.0,80
222.126.180.0,80
222.126.184.0,80
222.126.192.0,80
222.126.206.0,80
222.126.208.0,80
222.126.212.0,80
222.126.216.0,80
222.126.224.0,80
222.126.240.0,80
222.126.242.0,80
222.126.244.0,80
222.126.248.0,80
222.128.0.0,80
222.160.0.0,80
222.168.0.0,80
222.176.0.0,80
222.192.0.0,80
222.240.0.0,80
222.248.0.0,80
223.0.0.0,80
223.20.0.0,80
223.27.184.0,80
223.29.208.0,80
223.29.252.0,80
223.64.0.0,80
223.96.0.0,80
223.112.0.0,80
223.116.0.0,80
223.118.2.0,80
223.118.10.0,80
223.118.17.0,80
223.118.18.0,80
223.118.43.0,80
223.120.0.0,80
223.128.0.0,80
223.144.0.0,80
223.160.0.0,80
223.166.0.0,80
223.192.0.0,80
223.198.0.0,80
223.201.0.0,80
223.201.64.0,80
223.201.72.0,80
223.201.74.0,80
223.201.76.0,80
223.201.80.0,80
223.201.96.0,80
223.201.99.0,80
223.201.100.0,80
223.201.104.0,80
223.201.112.0,80
223.201.128.0,80
223.201.136.0,80
223.201.139.0,80
223.201.140.0,80
223.201.144.0,80
223.201.160.0,80
223.201.192.0,80
223.201.224.0,80
223.201.240.0,80
223.201.245.0,80
223.201.246.0,80
223.201.248.0,80
223.202.0.0,80
223.202.128.0,80
223.202.192.0,80
223.202.224.0,80
223.202.240.0,80
223.202.248.0,80
223.202.250.0,80
223.203.0.0,80
223.208.0.0,80
223.220.0.0,80
223.223.176.0,80
223.223.192.0,80
223.240.0.0,80
223.248.0.0,80
223.252.128.0,80
223.252.192.0,80
223.254.0.0,80
223.254.128.0,80
223.254.192.0,80
223.254.208.0,80
223.254.216.0,80
223.254.220.0,80
223.254.222.0,80
223.254.224.0,80
223.254.240.0,80
223.254.248.0,80
223.254.251.0,80
223.254.252.0,80
223.255.0.0,80
223.255.236.0,80
223.255.252.0,80
ip,port
1.0.1.0,80
1.0.2.0,80
1.0.8.0,80
1.0.32.0,80
1.1.0.0,80
1.1.2.0,80
1.1.4.0,80
1.1.8.0,80
1.1.16.0,80
1.1.32.0,80
1.2.0.0,80
1.2.2.0,80
1.2.4.0,80
1.2.8.0,80
1.2.17.0,80
1.2.18.0,80
1.2.20.0,80
1.2.24.0,80
1.2.32.0,80
1.2.64.0,80
1.3.0.0,80
1.4.1.0,80
1.4.3.0,80
1.4.4.0,80
1.4.8.0,80
1.4.16.0,80
1.4.32.0,80
1.4.64.0,80
1.8.0.0,80
1.8.2.0,80
1.8.4.0,80
1.8.9.0,80
1.8.10.0,80
1.8.12.0,80
1.8.16.0,80
1.8.32.0,80
